ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Total_Actual_VCUs_Issued,Actual_Issuance_Start_Date,Actual_Issuance_End_Date,t_actual_days,t_actual_years,Total_Estimated_ERs_Actual_Period,q_quotient,log_q_success_indicator,Regime,Technology_Category,Tech_Biomass and Waste,Tech_Energy Efficiency,Tech_Other Renewable,Scale_Category,Scale_Large,Is_International
1241,Veer (NLBC) Small Hydro Power Project,Mahati Hydro Power Projects Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,10067,Asia,06-04-20,20-05-22,19-05-32,88170,01-01-13,31-05-20,2707,7.411362081,74610.18207,1.181742191,0.166989782,VCS,Other Renewable,False,False,True,Small Scale,0,0
1670,Bundled Solar Power Project by D.J. Malpani and Giriraj Enterprises,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,93022,Asia,06-04-20,,,643101,01-01-16,31-03-22,2281,6.245037645,580925.8919,1.107027607,0.101678592,VCS,Other,False,False,False,Large Scale,1,0
1669,Bundled Wind Power Project by Giriraj Enterprises,Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,83279,Asia,06-04-20,,,1005397,01-01-16,31-03-22,2281,6.245037645,520080.4901,1.933156539,0.659154179,VCS,Other,False,False,False,Large Scale,1,0
1660,Wind bundle project in Maharashtra by Sispara,M/s Sispara Renewable Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,60746,Asia,14-02-17,,,459712,01-01-16,31-12-22,2556,6.997946612,425097.2649,1.0814278,0.078282205,VCS,Other,False,False,False,Large Scale,1,0
1651,AAC Block Manufacturing Using Energy Efficient Technology by JKLCL,JK Lakshmi Cement Ltd.,Manufacturing industries,,AMS-III.Z,Registered,India,36684,Asia,08-08-17,21-03-16,20-03-26,109706,01-01-17,30-06-20,1276,3.493497604,128155.4661,0.856038399,-0.155440046,VCS,Other Renewable,False,False,True,Small Scale,0,1
1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",Indian Farm Forestry Development Co-operative Limited,Agriculture Forestry and Other Land Use,ARR,AR-AMS0005,Registered,India,5651,Asia,08-10-13,15-07-08,14-07-38,78003,01-01-09,31-03-22,4837,13.24298426,74836.10404,1.042317756,0.041446845,VCS,Other,False,False,False,Large Scale,1,0
292,"150 MW grid connected Wind Power based electricity generation project in Gujarat, India.",Vayu (Project 1) private limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,326203,Asia,06-04-20,,,1981537,01-01-17,31-05-23,2341,6.409308693,2090735.723,0.947770193,-0.053643219,VCS,Other,False,False,False,Large Scale,1,0
644,"27.95MW Wind Energy Project in Coimbatore District in Tamilnadu, India.",LAKSHMI MACHINE WORKS LTD,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,60778,Asia,08-07-11,,,392501,11-01-08,31-12-12,1816,4.971937029,302184.3888,1.298879143,0.261501695,VCS,Other,False,False,False,Large Scale,1,1
678,"16.45 MW bundled grid connected renewable energy project in Tamil Nadu, India.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,36518,Asia,04-06-20,,,298453,01-01-09,27-03-16,2642,7.23340178,264149.3662,1.129864532,0.122097742,VCS,Other,False,False,False,Large Scale,1,0
308,"2.45 MW Wind Power Project in Rajasthan, India by Yamuna Power and Infrastructure Ltd.",Yamuna Power & Infrastructure Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,3921,Asia,06-04-20,,,29351,01-01-07,27-03-16,3373,9.234770705,36209.53593,0.810587577,-0.20999589,VCS,Other Renewable,False,False,True,Small Scale,0,0
909,Grid Connected Wind Power Project in Tamil Nadu,Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,54105,Asia,11-05-12,02-07-20,01-07-30,252764,07-02-10,31-12-22,4710,12.89527721,697698.9733,0.362282316,-1.015331492,VCS,Other,False,False,False,Large Scale,1,0
927,"13.75 MW wind power project in Davangere, Karnataka, India",Sargam Retails Pvt. Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,26475,Asia,06-04-20,,,198857,01-01-10,31-03-22,4472,12.24366872,324151.1294,0.613470021,-0.488623882,VCS,Other Renewable,False,False,True,Small Scale,0,0
8,15 MW Wind Energy Project in Maharashtra,M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,25848,Asia,19-03-09,01-04-16,31-03-26,123305,04-01-06,31-03-16,3739,10.23682409,264601.4292,0.466002774,-0.763563692,VCS,Other Renewable,False,False,True,Small Scale,0,0
1582,Wind Grouped project by Hero Future Energies Private Limited (EKIESL-VCS-Aug-16-03),Hero Future Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,171293,Asia,08-06-17,29-03-16,28-03-26,1224168,01-01-17,30-06-22,2006,5.492128679,940763.1978,1.301249882,0.26332525,VCS,Other,False,False,False,Large Scale,1,0
610,"4.50 MW Akkihebbal Mini Hydel Scheme, Cauvery Hydro Energy Ltd., India",Cauvery Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,10000,Asia,06-04-20,,,61900,08-03-07,31-12-13,2490,6.81724846,68172.4846,0.907990964,-0.096520852,VCS,Other Renewable,False,False,True,Small Scale,0,0
631,"13.25 MW Wind Power Generation by RMTL, in Kutch, Gujarat",Ratnamani Metals & Tubes Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23960,Asia,06-04-20,,,86511,01-01-08,30-03-16,3011,8.24366872,197518.3025,0.437989791,-0.825559678,VCS,Other Renewable,False,False,True,Small Scale,0,0
1580,Solar Grouped project by ACME Group (EKIESL-VCS-Aug-16-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,India,730457,Asia,06-04-20,22-06-15,21-06-25,3577919,01-01-16,31-01-23,2587,7.082819986,5173695.439,0.691559649,-0.368805872,VCS,Other Renewable,False,False,True,Small Scale,0,0
1579,Renewable Energy Project in Rajasthan & Maharashtra,LNB Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,25616,Asia,20-01-17,,,122286,01-01-15,30-09-19,1733,4.744695414,121540.1177,1.006136922,0.006118168,VCS,Other Renewable,False,False,True,Small Scale,0,0
911,Grid Connected Wind Energy Project in Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,108219,Asia,04-06-20,25-06-20,24-06-30,1098441,01-11-11,31-12-22,4078,11.16495551,1208260.32,0.909109553,-0.095289671,VCS,Other,False,False,False,Large Scale,1,0
1023,Grid Connected Wind Power Project by M/s Giriraj Enterprises in Madhya Pradesh,M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23859,Asia,14-01-14,,,155319,01-01-12,31-03-22,3742,10.24503765,244436.3532,0.635416942,-0.453473894,VCS,Other Renewable,False,False,True,Small Scale,0,0
619,15 MW Grid Connected Renewable Energy Wind Turbine in Karnataka,MINERAL ENTERPRISES LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,32275,Asia,06-04-20,01-04-16,31-03-26,277134,04-01-06,31-03-16,3739,10.23682409,330393.4976,0.838799801,-0.175783217,VCS,Other Renewable,False,False,True,Small Scale,0,0
566,10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited,Deepak Fertilisers and Petrochemical Corp. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,14313,Asia,06-04-20,,,89034,01-01-12,23-04-17,1939,5.308692676,75983.31828,1.171757196,0.158504499,VCS,Other Renewable,False,False,True,Small Scale,0,1
1574,Bundled Solar VCS Project by EKIESL (EKIESL- VCS.Oct 2016-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,131339,Asia,29-07-22,,,417404,01-01-16,31-07-20,1673,4.580424367,601588.3559,0.693836568,-0.36551884,VCS,Other Renewable,False,False,True,Small Scale,0,0
1024,"Grid Connected Wind Power Project by M/s. Giriraj Enterprises at Tejuva, Rajasthan",M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,13600,Asia,14-01-14,31-03-21,30-03-31,58285,10-01-16,31-03-22,2272,6.220396988,84597.39904,0.688969172,-0.372558752,VCS,Other Renewable,False,False,True,Small Scale,0,0
1567,Wind Power Project in Rajasthan by LWEPL,Lalpur Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,73290,Asia,22-09-16,,,230788,01-01-15,31-03-19,1550,4.24366872,311018.4805,0.742039507,-0.298352793,VCS,Other,False,False,False,Large Scale,1,0
370,Grid connected bundled wind power project in Gujarat managed by Enercon (India) Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,29562,Asia,06-04-20,,,240584,01-01-08,31-12-21,5113,13.99863107,413827.5318,0.581362963,-0.542379996,VCS,Other,False,False,False,Large Scale,1,0
412,"Bundled wind energy generation projects in Gujarat, India",Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,91266,Asia,06-04-20,,,1259773,01-01-07,31-12-21,5478,14.99794661,1368802.595,0.920346735,-0.083004794,VCS,Other,False,False,False,Large Scale,1,0
925,Bundled Wind Power Project by M/s D. J Malpani,M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,11233,Asia,04-06-20,,,79723,01-01-10,31-03-22,4472,12.24366872,137533.1307,0.579663966,-0.545306713,VCS,Other Renewable,False,False,True,Small Scale,0,0
835,"44.40 MW Wind Energy Project by Ruchi Soya Industries Limited, India",Ruchi Soya Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,81853,Asia,06-04-20,,,624039,01-01-11,30-06-21,3833,10.49418207,858980.2847,0.726488152,-0.319533104,VCS,Other,False,False,False,Large Scale,1,0
1353,"Bundled Wind Power Project in Tamilnadu, India, co-ordinated by Tamilnadu Spinning Mills Association (TASMA-V2)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,417392,Asia,06-04-20,,,4145050,01-01-11,15-02-20,3332,9.122518823,3807666.376,1.088606404,0.084898349,VCS,Other,False,False,False,Large Scale,1,0
1203,Suzlon 8.40 MW Wind Power Project,Kishangarh Hi-tech Textile Park Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,13081,Africa,04-06-20,31-12-20,30-12-30,94569,01-01-11,31-08-21,3895,10.66392882,139494.8528,0.677938993,-0.388697977,VCS,Other Renewable,False,False,True,Small Scale,0,1
1560,Tejuva-Chandgarh Wind Project,CLP Wind Farms (India) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,261891,Asia,06-04-20,,,2851631,01-01-16,31-08-23,2799,7.663244353,2006934.727,1.420888762,0.351282565,VCS,Other,False,False,False,Large Scale,1,0
1209,Wind Power Project at Bhachau by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,22398,,06-04-20,,,135245,01-01-12,31-12-20,3287,8.999315537,201566.6694,0.670969066,-0.399032244,VCS,Other,False,False,False,Large Scale,1,0
1419,Wind Power Project by Rajasthan Gum Private Limited (EKI.CDM.July-11-01),Rajasthan Gum Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,20357,Asia,06-04-20,24-09-21,23-09-31,117405,01-01-12,31-05-21,3438,9.412731006,191614.9651,0.612713104,-0.489858472,VCS,Other Renewable,False,False,True,Small Scale,0,0
510,4 MW Kirloskar Wind Farms in Maharashtra,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,6851,Asia,06-04-20,,,94764,04-01-06,31-12-22,6205,16.98836413,116387.2827,0.814212668,-0.205533684,VCS,Other Renewable,False,False,True,Small Scale,0,0
1551,Wind Power Project by Rajasthan Gum Private Limited (EKIESL-CDM.September-12-02),Rajasthan Gum Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,24213,Asia,06-04-20,,,45533,01-01-13,04-01-15,733,2.006844627,48591.72895,0.937052477,-0.065015992,VCS,Other Renewable,False,False,True,Small Scale,0,0
489,44 MW Bundled Wind Power Project in Maharashtra managed by Enercon India Limited.,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,75368,Asia,06-04-20,01-04-16,31-03-26,946626,04-01-06,31-03-23,6295,17.2347707,1298950.198,0.728762351,-0.316407594,VCS,Other,False,False,False,Large Scale,1,0
1547,5MW Biomass Based Cogeneration Project at Sainsons,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,28442,Asia,07-11-16,01-01-17,31-12-26,96815,01-01-17,31-12-21,1825,4.996577687,142112.6626,0.681255268,-0.3838182,VCS,Other,False,False,False,Large Scale,1,0
380,MRF wind power project in Tamilnadu managed by Enercon India Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,28156,Asia,06-04-20,,,395613,04-01-06,31-12-22,6205,16.98836413,478324.3806,0.827080985,-0.189852662,VCS,Other,False,False,False,Large Scale,1,0
706,51 MW Wind Power Project at Chitradurga,M/s. NSL Renewable Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,127993,Asia,06-04-20,06-06-18,05-06-28,1044631,06-06-08,30-04-22,5076,13.8973306,1778761.035,0.587280123,-0.532253361,VCS,Other,False,False,False,Large Scale,1,0
1315,Biomass based cogeneration plant at Godrej Agrovet Ltd. Chintampalli,Godrej Agrovet Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,86509,Asia,14-08-14,,,304082,01-01-13,30-09-21,3194,8.744695414,756494.8556,0.401961755,-0.911398331,VCS,Other Renewable,False,False,True,Small Scale,0,0
1539,Gangakhed Sugar & Energy Private Ltd (GSEPL) 30 MW Bagasse Based Co-generation Power Project,Gangakhed Sugar & Energy Private Limited (GSEPL),Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,64480,Asia,06-04-20,,,335999,01-01-12,23-03-21,3369,9.223819302,594751.8686,0.564939797,-0.571036107,VCS,Other,False,False,False,Large Scale,1,0
1337,AAC blocks manufacturing unit based on an energy efficient brick/block manufacturing technology by Biltech Building Elements (surat),Biltech Building Elemnts Limited,Manufacturing industries,,AMS-III.Z,Registered,India,23054,Asia,06-04-20,,,92164,11-04-12,31-07-20,3033,8.303901437,191438.1437,0.481429658,-0.730995148,VCS,Other Renewable,False,False,True,Small Scale,0,0
1026,Solar Power Plant of 5 MW in Rajasthan by Essel Mining and Refex Refrigerants Limited,Essel Mining & Industries Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,8706,Asia,26-09-13,,,80716,09-01-15,13-10-21,2469,6.759753593,58850.41478,1.371545133,0.315937939,VCS,Other Renewable,False,False,True,Small Scale,0,0
93,86 MW Hydro Project in Himachal Pradesh,Malana Power Company Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,251283,Asia,06-04-20,05-07-01,04-07-31,3327131,07-05-01,31-10-22,7847,21.48391513,5398542.645,0.616301698,-0.484018665,VCS,Other,False,False,False,Large Scale,1,0
1020,Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,Palace Solar Energy Private Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23072,Asia,06-04-20,,,235847,03-04-12,03-03-22,3621,9.9137577,228730.2177,1.031114308,0.030640069,VCS,Other Renewable,False,False,True,Small Scale,0,0
1525,Wind power project at Jaibhim by SIIL,Serum Institute of India Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,52898,Asia,06-04-20,,,110347,03-11-11,31-12-12,424,1.160848734,61406.57632,1.796989942,0.586113011,VCS,Other,False,False,False,Large Scale,1,0
1521,Wind Based Power Generation by Mytrah Energy (India) Limited (EKIESL-VCS-January-16-01),JSW NEO ENERGY LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,479448,Asia,06-04-20,,,2843823,01-01-15,30-06-23,3102,8.492813142,4071862.275,0.698408445,-0.358951183,VCS,Other,False,False,False,Large Scale,1,0
173,Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL),Jaiprakash Power Ventures Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,1468106,Asia,06-04-20,,,11843884,06-03-06,02-06-16,3741,10.24229979,15036781.78,0.787660829,-0.238687702,VCS,Other,False,False,False,Large Scale,1,0
910,"Wind energy project in Samana, Gujarat and Saundatti, Karnataka",Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,105736,Asia,06-04-20,23-06-20,22-06-30,836108,01-01-11,31-12-22,4382,11.99726215,1268542.511,0.659109169,-0.4168661,VCS,Other,False,False,False,Large Scale,1,0
1520,"Wind Project in Maharashtra, India by Kayathar and Jath",M/s NSL Wind Power Company (Kayathar) Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,118598,Asia,06-04-20,,,727910,01-01-15,31-12-22,2921,7.997262149,948459.2964,0.767465723,-0.264661461,VCS,Other,False,False,False,Large Scale,1,0
1519,"Satara Wind Power Project in Maharashtra, India",NSL Wind Power Company (Satara) Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,51335,Asia,06-04-20,,,551840,03-06-14,31-12-22,3133,8.577686516,440335.5373,1.253226127,0.225721128,VCS,Other,False,False,False,Large Scale,1,0
1303,Biomass based Renewable Energy Generation at Karnal,Modern Dairies Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,47043,Asia,12-05-22,03-10-22,02-10-32,60857,10-03-12,30-04-14,781,2.138261465,100590.2341,0.604999089,-0.502528326,VCS,Other Renewable,False,False,True,Small Scale,0,0
1497,VCS Grouped Project for Renewable Power Generation by Essel Mining and Industries Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.; AMS-I.F.,Registered,India,247123,Asia,06-04-20,,,1418315,03-12-14,31-08-22,2828,7.742642026,1913384.925,0.741259629,-0.299404338,VCS,Other Renewable,False,False,True,Small Scale,0,0
1495,Selco Clean Energy Products Grouped Project,Selco Solar Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.J; AMS-I.F.; AMS-III.AR,Registered,India,34551,Asia,07-12-15,,,153617,01-01-14,31-12-22,3286,8.996577687,310840.7556,0.494198387,-0.70481825,VCS,Other Renewable,False,False,True,Small Scale,0,0
1342,"AAC Block/Panel Manufacturing unit at Krishna, Andhra Pradesh",Multiple Proponents,Manufacturing industries,,AMS-III.Z,Registered,India,56107,Asia,15-09-15,,,185615,08-01-13,31-05-21,3065,8.391512663,470822.601,0.394235535,-0.930806744,VCS,Other Renewable,False,False,True,Small Scale,0,0
1423,"Teesta Low Dam Project, Stage-IV",NHPC Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,696816,Asia,17-03-16,14-02-16,13-02-26,805717,01-01-17,16-07-17,196,0.536618754,373924.5339,2.154758319,0.767678568,VCS,Other,False,False,False,Large Scale,1,1
1338,AAC blocks manufacturing unit based on an energy efficient brick/block manufacturing technology by Biltech Building Elements (Budge-Budge),Biltech Building Elemnts Limited,Manufacturing industries,,AMS-III.Z,Registered,India,34208,Asia,06-04-20,,,168199,01-01-13,31-07-20,2768,7.578370979,259240.9144,0.648813481,-0.432609999,VCS,Other Renewable,False,False,True,Small Scale,0,0
1479,Wind Power Project of CLP Wind Farms (India) Private Limited at Jath,Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,97400,Asia,06-04-20,,,1032257,01-01-15,31-12-23,3286,8.996577687,876266.6667,1.178016966,0.163832487,VCS,Other,False,False,False,Large Scale,1,0
1480,"Wind power project in Maharashtra, India - Andhra Lake Phase - I",Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,82885,Asia,06-04-20,19-08-21,18-08-31,1177332,01-01-12,31-12-23,4382,11.99726215,994393.0732,1.183970436,0.168873566,VCS,Other,False,False,False,Large Scale,1,0
1481,"Wind power project in Maharashtra, India - Andhra Lake Phase - II",Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,113226,Asia,06-04-20,,,1136747,01-01-12,31-12-23,4382,11.99726215,1358402.004,0.836826651,-0.178138337,VCS,Other,False,False,False,Large Scale,1,0
1482,"Wind Energy Project in Harapanahalli, Karnataka",Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,75597,Asia,07-09-15,21-01-21,20-01-31,1027071,01-01-12,30-09-22,3925,10.74606434,812370.2259,1.264289319,0.234510161,VCS,Other,False,False,False,Large Scale,1,0
1413,Grid Interactive Solar Photovoltaic Power Project in Gujarat,Samta Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,41034,Asia,03-08-15,,,370472,01-01-13,18-01-22,3304,9.045859001,371187.7782,0.998071655,-0.001930207,VCS,Other,False,False,False,Large Scale,1,0
1261,Grid connected electricity generation using natural gas by Lanco Kondapalli Power Limited,Lanco Kondapalli Power Limited,Energy industries (renewable/non-renewable sources),,AM0029,Registered,India,830133,Asia,06-04-20,,,1575098,08-01-10,31-12-12,1088,2.978781656,2472784.953,0.636973303,-0.451027534,VCS,Other,False,False,False,Large Scale,1,0
281,Bundled Wind Power Project in Tamil Nadu managed by Enercon India Limited-I,Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,29342,Asia,06-04-20,,,351742,05-01-07,31-12-19,4743,12.98562628,381024.2464,0.923148601,-0.07996506,VCS,Other,False,False,False,Large Scale,1,0
1463,India Sundarbans Mangrove Restoration,Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Registered,India,51249,Asia,06-04-20,28-09-10,27-09-30,554016,03-01-15,30-04-21,2309,6.321697467,323980.6735,1.710027929,0.536509703,VCS,Other,False,False,False,Large Scale,1,1
1081,"Clean Energy Generation in Gujarat, India",Wind World Wind Resources Development Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,23436,Asia,06-04-20,,,188634,01-01-12,30-06-22,3833,10.49418207,245941.6509,0.766986801,-0.265285687,VCS,Other Renewable,False,False,True,Small Scale,0,0
500,"Positive Climate Care 3.55 MW bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,3120,Asia,08-10-10,,,39385,01-01-08,31-12-17,3652,9.998631075,31195.72895,1.262512572,0.23310384,VCS,Other Renewable,False,False,True,Small Scale,0,0
1447,199.70 MW Wind Project in Maharashtra by BWDPL,Bothe Windfarm Development Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,138354,Asia,06-04-20,,,2764745,01-01-14,30-09-21,2829,7.745379877,1071604.287,2.580005542,0.947791547,VCS,Other,False,False,False,Large Scale,1,0
1441,"Bundled clean energy project in jamnagar, Gujarat",Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,25641,Asia,06-04-20,,,191554,01-01-13,13-10-19,2476,6.778918549,173818.2505,1.102036175,0.097159537,VCS,Other Renewable,False,False,True,Small Scale,0,0
784,1.6 MW Bundled Rice Husk Based Cogeneration Plant by M/s Milk food Limited (MFL) in Patiala (Punjab) & Moradabad (U.P) Districts,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-I.D.,Registered,India,65258,Asia,06-04-20,,,646995,05-06-09,31-12-21,4592,12.57221081,820437.3333,0.788597707,-0.237498965,VCS,Other Renewable,False,False,True,Small Scale,0,0
1404,"Vaspet-II and Vaspet-III Wind Power Project, Maharashtra",ReNew Wind Energy (Shivpur) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,85105,Asia,06-04-20,03-04-23,02-04-33,814145,04-03-13,02-04-23,3681,10.07802875,857690.6366,0.949229204,-0.052104988,VCS,Other,False,False,False,Large Scale,1,0
1257,Wind Power Project of CLP Wind Farms (India) Private Limited,Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,365404,,06-04-20,22-03-22,21-03-32,2756527,01-01-13,31-12-22,3651,9.995893224,3652539.368,0.754687827,-0.281451089,VCS,Other,False,False,False,Large Scale,1,0
